[2016-08-24 01:11:28] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'dfgj' for key 'PRIMARY' [] []
[2016-08-24 01:25:44] defaultLogger.INFO: INSERT INTO usuario (idusuario, password, nombre, apellidos, avatar) VALUES ('frende5', 'rueda', 'alejandro', 'frende5557111', 'http://viajesengrupo.esy.es/service/script.php?username=dghj&nombre=ghk&apellido=hgfjk&password=dgfhk&email=alexruedaromero94@hotmail.com&cars=Fiat&terms=on') [] []
[2016-08-24 10:22:56] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:23:04] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:23:17] defaultLogger.INFO: INSERT INTO usuario (idusuario, password, nombre, apellidos, avatar) VALUES ('frende55', 'dsfh', 'dsfg', 'sdfh', 'http://viajesengrupo.esy.es/service/script.php?username=dghj&nombre=ghk&apellido=hgfjk&password=dgfhk&email=alexruedaromero94@hotmail.com&cars=Fiat&terms=on') [] []
[2016-08-24 10:28:57] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:28:59] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:34:02] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-24 10:34:14] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'frende5' for key 'PRIMARY' [] []
[2016-08-25 15:13:05] defaultLogger.INFO: INSERT INTO usuario (idusuario, password, nombre, apellidos, avatar) VALUES ('alex', '5557111', 'alejandro', 'rueda', 'http://viajesengrupo.esy.es/service/script.php?username=dghj&nombre=ghk&apellido=hgfjk&password=dgfhk&email=alexruedaromero94@hotmail.com&cars=Fiat&terms=on') [] []
[2016-08-25 16:11:27] defaultLogger.INFO: INSERT INTO usuario (idusuario, password, nombre, apellidos, avatar) VALUES ('prueba', 'sfgj', 'sh', 'fsgj', 'http://viajesengrupo.esy.es/service/script.php?username=dghj&nombre=ghk&apellido=hgfjk&password=dgfhk&email=alexruedaromero94@hotmail.com&cars=Fiat&terms=on') [] []
[2016-08-25 16:11:52] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'prueba' for key 'PRIMARY' [] []
[2016-08-25 16:12:04] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'prueba' for key 'PRIMARY' [] []
[2016-08-25 16:12:18] defaultLogger.ERROR: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'prueba' for key 'PRIMARY' [] []
[2016-08-25 16:40:01] defaultLogger.INFO: SELECT idusuario, password, nombre, apellidos, avatar FROM usuario WHERE idusuario = 'alex' [] []
[2016-09-04 14:57:34] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 14:57:34] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='555' LIMIT 1 [] []
[2016-09-04 14:57:34] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 14:57:40] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 14:57:40] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' LIMIT 1 [] []
[2016-09-04 14:57:40] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:03:39] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:03:39] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' LIMIT 1 [] []
[2016-09-04 15:03:39] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:04:12] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:04:12] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' LIMIT 1 [] []
[2016-09-04 15:04:12] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:11:22] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:11:22] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' LIMIT 1 [] []
[2016-09-04 15:11:22] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:34:05] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='0' LIMIT 1 [] []
[2016-09-04 15:34:05] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:34:05] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje LEFT JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idmensaje IS NULL  [] []
[2016-09-04 15:34:12] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:34:12] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:34:12] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='[object Object]' AND usuario.password='' LIMIT 1 [] []
[2016-09-04 15:34:12] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje INNER JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idviaje=20 [] []
[2016-09-04 15:34:12] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:35:17] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:35:28] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:35:28] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='' AND usuario.password='' LIMIT 1 [] []
[2016-09-04 15:35:28] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:35:29] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:35:29] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje INNER JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idviaje=20 [] []
[2016-09-04 15:37:18] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:37:18] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:37:18] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='' AND usuario.password='' LIMIT 1 [] []
[2016-09-04 15:37:18] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:37:19] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje LEFT JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idmensaje IS NULL  [] []
[2016-09-04 15:37:19] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:37:19] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje INNER JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idviaje=20 [] []
[2016-09-04 15:38:18] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:38:18] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje LEFT JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idmensaje IS NULL  [] []
[2016-09-04 15:38:19] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:38:19] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:38:19] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='' AND usuario.password='' LIMIT 1 [] []
[2016-09-04 15:38:19] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje INNER JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idviaje=20 [] []
[2016-09-04 15:38:19] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:39:04] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje LEFT JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idmensaje IS NULL  [] []
[2016-09-04 15:39:04] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:39:05] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:39:05] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:39:05] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='' AND usuario.password='' LIMIT 1 [] []
[2016-09-04 15:39:05] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje INNER JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idviaje=20 [] []
[2016-09-04 15:39:05] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:39:48] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:39:50] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:40:25] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje LEFT JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idmensaje IS NULL  [] []
[2016-09-04 15:40:25] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:40:25] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:40:26] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:40:26] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='' AND usuario.password='' LIMIT 1 [] []
[2016-09-04 15:40:26] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje INNER JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idviaje=20 [] []
[2016-09-04 15:40:26] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:40:52] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='alex' AND usuario.password='5557111' [] []
[2016-09-04 15:41:02] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:41:02] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='0' LIMIT 1 [] []
[2016-09-04 15:41:02] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje LEFT JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idmensaje IS NULL  [] []
[2016-09-04 15:41:05] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:41:05] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='[object Object]' AND usuario.password='' LIMIT 1 [] []
[2016-09-04 15:41:06] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:41:06] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:41:06] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje INNER JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idviaje=20 [] []
[2016-09-04 15:43:09] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:43:09] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:43:09] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje INNER JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idviaje=20 [] []
[2016-09-04 15:43:09] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='' AND usuario.password='' LIMIT 1 [] []
[2016-09-04 15:43:09] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:43:16] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje LEFT JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idmensaje IS NULL  [] []
[2016-09-04 15:43:17] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:43:17] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='0' LIMIT 1 [] []
[2016-09-04 15:44:06] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
[2016-09-04 15:44:07] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='0' LIMIT 1 [] []
[2016-09-04 15:44:07] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje LEFT JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idmensaje IS NULL  [] []
[2016-09-04 15:44:09] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:44:09] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje WHERE viaje.idviaje='20' LIMIT 1 [] []
[2016-09-04 15:44:09] defaultLogger.INFO: SELECT mensaje.idmensaje, mensaje.descripcion, mensaje.asunto, mensaje.idusuario FROM mensaje INNER JOIN viaje_mensajes ON (mensaje.idmensaje=viaje_mensajes.idmensaje) WHERE viaje_mensajes.idviaje=20 [] []
[2016-09-04 15:44:09] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario WHERE usuario.idusuario='' AND usuario.password='' LIMIT 1 [] []
[2016-09-04 15:44:09] defaultLogger.INFO: SELECT usuario.idusuario, usuario.password, usuario.nombre, usuario.apellidos, usuario.avatar, usuario.email, usuario.idperfil FROM usuario INNER JOIN viaje_usuario ON (usuario.idusuario=viaje_usuario.idusuario) WHERE viaje_usuario.idviaje=20 [] []
[2016-09-04 15:44:28] defaultLogger.INFO: SELECT viaje.idviaje, viaje.nombre, viaje.informacion, viaje.transporte, viaje.hospedaje, viaje.destino, viaje.fecha_inicio, viaje.fecha_final, viaje.precio, viaje.imagenes, viaje.etiquetas FROM viaje [] []
